ens_gene,target_id
LOC111248800,0
LOC111248800,1
LOC111248800,2
LOC111248800,3
LOC111255390,6
LOC111255390,7
LOC111255390,8
LOC111249091,9
LOC111255382,10
LOC111255382,11
LOC111255382,12
LOC111255382,13
LOC111255384,14
LOC111255383,15
LOC111255383,16
LOC111255383,17
LOC111255386,18
LOC111255386,19
LOC111255386,20
LOC111255385,21
LOC111242957,22
LOC111242896,23
LOC111242896,24
LOC111251517,28
LOC111254900,30
LOC111242987,31
LOC111252109,32
LOC111251221,33
LOC111245931,34
LOC111245920,35
LOC111245920,36
LOC111242935,37
LOC111242977,39
LOC111243097,40
LOC111243097,41
LOC111243097,42
LOC111243097,43
LOC111255523,44
LOC111243273,45
LOC111243278,46
LOC111253160,47
LOC111253160,48
LOC111253160,49
LOC111253160,50
LOC111243482,51
LOC111243482,52
LOC111243482,53
LOC111243483,59
LOC111243483,60
LOC111243483,61
LOC111243483,62
LOC111243483,63
LOC111243483,64
LOC111243483,65
LOC111243483,66
LOC111243483,67
LOC111243483,68
LOC111243483,69
LOC111243483,70
LOC111250526,71
LOC111255257,72
LOC111246874,74
LOC111246874,75
LOC111246861,77
LOC111246861,78
LOC111246861,79
LOC111243377,80
LOC111243377,81
LOC111243145,82
LOC111243145,83
LOC111243145,84
LOC111243145,85
LOC111243145,86
LOC111243145,87
LOC111243236,88
LOC111243236,89
LOC111249860,90
LOC111249860,91
LOC111249860,92
LOC111249860,93
LOC111249878,94
LOC111249878,95
LOC111249878,96
LOC111249849,97
LOC111249849,98
LOC111249849,99
LOC111252312,101
LOC111252312,102
LOC111252316,103
LOC111252316,104
LOC111252316,105
LOC111252316,106
LOC111252299,107
LOC111252299,108
LOC111252308,109
LOC111242852,110
LOC111250058,111
LOC111250058,112
LOC111250058,113
LOC111250058,114
LOC111250058,115
LOC111250058,116
LOC111250058,117
LOC111250058,118
LOC111252241,119
LOC111252241,120
LOC111252241,121
LOC111252241,122
LOC111252254,123
LOC111253892,124
LOC111253892,125
LOC111253892,126
LOC111253892,127
LOC111253892,128
LOC111253892,129
LOC111253892,130
LOC111253892,131
LOC111253916,132
LOC111253916,133
LOC111253916,134
LOC111254906,136
LOC111254906,137
LOC111254906,138
LOC111254906,139
LOC111254906,140
LOC111254906,141
LOC111254906,142
LOC111254906,143
LOC111254906,144
LOC111254906,145
LOC111254906,146
LOC111246405,147
LOC111246405,148
LOC111246405,149
LOC111246405,151
LOC111246212,152
LOC111246212,153
LOC111243071,154
LOC111243071,155
LOC111243222,156
LOC111253848,160
LOC111253848,161
LOC111253848,162
LOC111253748,163
LOC111247970,164
LOC111247970,165
LOC111247970,166
LOC111247970,167
LOC111247987,168
LOC111243283,169
LOC111243283,170
LOC111243332,171
LOC111243332,172
LOC111243332,173
LOC111243332,174
LOC111243332,175
LOC111243435,176
LOC111243436,177
LOC111243436,178
LOC111243437,179
LOC111251027,180
LOC111255431,181
LOC111255430,182
LOC111255430,183
LOC111243523,184
LOC111243523,185
LOC111243523,186
LOC111243523,187
LOC111243523,188
LOC111243523,189
LOC111243526,190
LOC111243526,191
LOC111243525,192
LOC111243525,193
LOC111243293,194
LOC111243293,195
LOC111243293,196
LOC111243293,197
LOC111243293,198
LOC111243293,199
LOC111243293,200
LOC111243293,201
